strategy,display_name,days,expected_days,valid_days,mean_reduction_pct,median_reduction_pct,sd_reduction_pp,iqr_reduction_pp,worst_reduction_pct,best_reduction_pct,positive_days,days_above_noise_and_floor,pooled_carbon_weighted_reduction_pct,sum_paired_reduction_kg,leave_one_out_min_mean_pct,mean_whole_cage_reduction_pct,pooled_whole_cage_reduction_pct,total_added_policy_wait_h,mean_added_policy_wait_per_job_s,median_daily_p95_wait_change_s,worst_daily_p95_wait_change_s,low_impact_days,max_top_user_delay_share,days_all_carbon_models_positive,stability_label,complete,mean_daily_saving_g_per_eval_job,median_daily_saving_g_per_eval_job,worst_daily_saving_g_per_eval_job,pooled_saving_g_per_eval_job,mean_daily_actual_added_wait_s,worst_daily_mean_actual_added_wait_s,mean_daily_positive_added_wait_s,mean_daily_intentional_delay_s,mean_daily_reduction_pct,pooled_carbon_reduction_pct,zero_action_days,mean_daily_actual_added_wait_min
b1_runtime_4h,B1 runtime,5,5,5,-0.07844765743679867,0.22048182978332512,1.5190916919260367,0.46036811524845045,-2.642659007028477,1.383540702181247,4,4,-0.27560416167754426,-1.329066601901829,-0.44394474734131,-0.006947701663301062,-0.0113397160700638,11916.393055555554,2210.833591012162,5197.737740999961,10003.342592500001,0,0.6114907410906452,0,mixed_direction,True,-0.12502312251240916,0.07036035833302971,-1.0302347068672593,-0.06849446515676298,9663.541395336682,39785.816983428354,9896.627628047401,2140.246006604418,-0.07844765743679867,-0.27560416167752955,0,161.05902325561138
b2_q75_cap50,B2,5,5,5,-0.13712159021001308,0.01991691382220161,0.7173188959098873,0.12748947077687134,-1.3488019967360314,0.5670083701164454,3,1,-0.23894307251712585,-1.1522730843588818,-0.3131540802916277,-0.007238837177476115,-0.00983129783943575,2261.5733333333333,419.586889301175,56.40215300000273,10866.91399025,2,0.5766383602276233,1,mixed_direction,True,-0.08248898247724597,0.008594363595884414,-0.525827443508055,-0.059383275837913925,1131.1218990551297,4715.89808710218,1308.5348141423722,280.9181559526106,-0.13712159021001308,-0.23894307251711994,3,18.85203165091883
adaptive_balanced,Adaptive,5,5,5,0.06488174589521925,0.16956160883835517,0.638472098820512,0.38858986941850115,-0.9679654163733056,0.7303508564271084,4,3,-0.012622263876735493,-0.06086928897171617,-0.10148553173775304,0.0019662233971284595,-0.0005193422611843839,1865.9791666666667,346.19279529993815,4.026565624999421,8310.575119125002,0,0.7708855500283447,0,mixed_direction,True,-0.0239813925747694,0.032559767885665274,-0.37735915392138636,-0.0031369454221663665,1152.2772916120964,3128.158473406542,1281.2920450226532,297.2702561628281,0.06488174589521925,-0.012622263876732546,0,19.204621526868273
time_hybrid_08_18,Day/night hybrid,5,5,5,0.11609549419897817,0.1757989777104168,0.5164023370494166,0.09518847861448627,-0.6581694406446877,0.7931486229918384,4,3,0.049036795721172276,0.23647381469352524,-0.053167787999236854,0.004085365186043155,0.002017615906390053,5610.665555555556,1040.9398062255207,3917.0388443999545,10915.215891,0,0.6706127680898323,0,mixed_direction,True,-0.0037946970403255342,0.037651655216056276,-0.25658588525729575,0.0121868591369576,1863.498629843157,4165.762735223987,2230.7764813417407,958.8074242556547,0.11609549419897817,0.04903679572117522,0,31.05831049738595
history_only,History-only,5,5,5,0.10212468331083198,0.2418239369319574,0.2528262712221411,0.2651859014521308,-0.30275757016316374,0.285865813098113,4,3,0.08133219898299869,0.3922143579748365,0.056189400864011724,0.004022324969084697,0.0033464082625298086,157.18305555555554,29.16197691197691,21.948950200006948,1314.2391763999985,1,0.8677044568699058,0,mixed_direction,True,0.012311072624837582,0.03749902119560681,-0.11802936198704564,0.020213067304413343,298.11306811153537,838.1400226839061,624.5281684764398,31.37563476529444,0.10212468331083198,0.08133219898300459,1,4.968551135192256
dynamic_forecast_balanced_oracle,Balanced oracle,5,5,5,-0.18819843071771145,-0.018969469292163116,0.34905616261339223,0.11130511167875479,-0.8069383368214087,0.0010976332078841983,1,0,-0.23733723973336426,-1.1445291565889306,-0.23552244669911038,-0.009093453738782788,-0.009765225949573866,0.0,0.0,2.412500999999793,6147.43037835008,4,0.0,0,no_action,True,-0.0708763925495162,-0.003642578772980918,-0.3145831068950317,-0.05898418658982327,530.2321583831816,3041.787244690031,685.469231633905,0.0,-0.18819843071771145,-0.23733723973336426,5,8.837202639719694
low_impact_dynamic_q25,Low-impact history,5,5,5,-0.26122921718734365,0.015567970566862458,0.6212478457848472,0.018830175198990304,-1.37234692255621,0.03297680315262668,3,0,-0.34292746112528494,-1.6537247938580606,-0.33478072227233624,-0.012749330107755596,-0.014109729033528855,3.0,0.5565862708719852,64.69052299999748,6047.711016350033,1,1.0,1,mixed_direction,True,-0.10385260605163664,0.00248367216770558,-0.5350063802100847,-0.08522597370944447,1048.7210655576473,5150.906665233022,1150.752284542448,0.37554320112251494,-0.26122921718734365,-0.34292746112527905,3,17.47868442596079
