date,strategy,policy_code,evaluation_jobs,no_action,directly_delayed_jobs,directly_delayed_pct,mean_intentional_delay_s,mean_actual_added_wait_s,paired_added_wait_p95_s,paired_added_wait_p99_s,mean_positive_added_wait_s,max_actual_added_wait_s,jobs_later_over_60s,jobs_earlier_over_60s,positive_added_wait_h,earlier_start_benefit_h,top_user_positive_wait_share,policy_delay_h,top_user_delay_share,max_user_delay_minutes,max_user_delayed_jobs,delayed_beyond_runtime,not_directly_delayed_mean_actual_added_wait_s
2025-11-15,time_hybrid_08_18,HY,1629,False,252.0,15.469613259668508,1308.2602823818293,1161.744967015961,11277.367164800002,15624.20706956001,1494.4772971682016,40612.578505,553.0,292.0,676.2509769686112,150.56137939388893,0.39090848859101923,591.9877777777778,0.4311505117410457,15314.15,106,205,-335.3775673435004
2025-11-15,history_only,HI,1629,True,0.0,0.0,0.0,43.24130541313696,548.6023514,1004.05712212,79.2736452559853,2179.8966620000006,310.0,249.0,35.87132447833335,16.304633778888874,0.5151360217421067,0.0,0.0,0.0,0,0,43.24130541313696
2025-11-15,dynamic_forecast_balanced_oracle,OR,1629,True,0.0,0.0,0.0,0.03470665991407543,222.77264720000002,536.5223023200014,35.71711263351751,1717.7334629999968,243.0,295.0,16.161993466666672,18.405577878611105,0.4661745022113939,0.0,0.0,0.0,0,0,0.03470665991407543
2025-11-15,low_impact_dynamic_q25,LI,1629,True,0.0,0.0,0.0,33.79505155310005,347.4017518,880.0622124399999,65.05372425414365,1979.8008439999976,348.0,298.0,29.436810225,17.466424448611114,0.4848176096880575,0.0,0.0,0.0,0,0,33.79505155310005
2025-11-18,b1_runtime_4h,B1,5646,False,1423.0,25.203684024087853,2418.4420828905418,2374.2565165997166,13261.304006999999,14103.762448450001,2395.4133655944033,14401.117996,1708.0,485.0,3756.8066283738895,44.704397452500004,0.6210099210124601,3792.923333333333,0.6114907410906452,139160.25,842,1349,-13.953988344068199
2025-11-18,b2_q75_cap50,B2,5646,False,260.0,4.605030109812256,83.68792065178887,63.981560387531,226.16846999999999,2650.1193954,92.36808222546937,4192.190093,564.0,739.0,144.86394229027778,50.10856354888889,0.5270243409718041,131.25055555555556,0.5153142208921867,4058.116666666667,118,239,-12.196248506126995
2025-11-18,adaptive_balanced,AD,5646,False,64.0,1.1335458731845554,94.73662770102727,66.51625937646122,112.13211187500002,1903.8586125000315,100.52692985609282,13847.192194,655.0,739.5,157.65973499097225,56.595789054027776,0.35334993754131117,148.57861111111112,0.3751942013487062,3344.75,23,0,-10.082220330347546
2025-11-18,time_hybrid_08_18,HY,5646,False,586.0,10.379029401346086,817.1718030464045,767.5013530005311,11657.28743225,13961.897745600001,794.4022775370173,14262.594489,962.0,630.0,1245.8875719372222,53.381289043888884,0.693401612416185,1281.5977777777778,0.6706127680898323,51567.35,336,556,-18.715894227667984
2025-11-18,history_only,HI,5646,False,5.0,0.08855827134254339,9.762486716259298,9.03531445944031,212.47844999999998,308.86415915,35.32556835263903,13847.474699,829.0,719.0,55.402266366388886,45.29447354194445,0.41834355210803403,15.310833333333333,0.5010250548812569,460.26666666666665,3,3,2.7920040333274208
2025-11-18,dynamic_forecast_balanced_oracle,OR,5646,True,0.0,0.0,0.0,38.63470170244421,337.83507675000004,580.2417256,52.787072467941904,3521.1268419999997,1219.0,433.0,82.78772532055555,25.191634242777777,0.5064365255623887,0.0,0.0,0.0,0,0,38.63470170244421
2025-11-18,low_impact_dynamic_q25,LI,5646,False,1.0,0.017711654268508677,0.6376195536663124,16.970112117782502,137.83614599999999,242.57016915,31.463068811016647,5108.661214,1001.0,431.0,49.34457958527778,38.93139742361111,0.5200338410712457,1.0,1.0,60.0,1,0,16.33530768290523
2025-12-09,b1_runtime_4h,B1,3113,False,820.0,26.341150016061675,2500.345004818503,2455.1645925785415,21797.083763,25650.20688244,2835.415370162544,26866.667008,1465.0,1120.0,2451.84667981,292.93710956777784,0.3788211492816637,2162.103888888889,0.268814685901361,34872.316666666666,220,637,-402.3285695133014
2025-12-09,b2_q75_cap50,B2,3113,True,0.0,0.0,0.0,-348.50510656312235,1657.8094176,2245.88120184,312.3941700064247,9059.927117,983.0,1661.0,270.1341808972222,594.2066288488888,0.2597147015140188,0.0,0.0,0.0,0,0,-348.50510656312235
2025-12-09,adaptive_balanced,AD,3113,False,176.0,5.6537102473498235,452.1256023128815,1683.1410384240285,5144.541561499998,20286.78868252,1815.7562198957598,26332.5162275,2439.5,494.0,1570.1247534820834,123.25687140388888,0.2900908827557216,390.96305555555557,0.31662696176890825,7427.366666666667,46,0,1240.8831755682668
2025-12-09,time_hybrid_08_18,HY,3113,False,175.0,5.621586893671699,523.9614519755862,1384.830466360424,5580.0214138,6281.356799679999,1666.3860577638932,14395.037203999998,1767.0,1013.0,1440.9610549497222,220.1454317836111,0.3932118654861856,453.0811111111111,0.43774906626971377,11900.15,84,164,1361.877322031654
2025-12-09,history_only,HI,3113,False,41.0,1.3170575008030838,120.24445872149052,838.1400226839061,3428.4330744,18473.86768896003,1243.3306256806939,21805.808882999994,2282.0,568.0,1075.1356215955554,312.86012372861114,0.3236072931977332,103.97805555555556,0.8677044568699058,5413.333333333333,35,38,619.6347937145182
2025-12-09,dynamic_forecast_balanced_oracle,OR,3113,True,0.0,0.0,0.0,-424.4495176061677,735.1461244000005,2306.1417372,138.3481557195631,6609.495990999996,754.0,1658.0,119.63272465416665,486.6636547397222,0.21739137491189886,0.0,0.0,0.0,0,0,-424.4495176061677
2025-12-09,low_impact_dynamic_q25,LI,3113,True,0.0,0.0,0.0,39.47782939897204,2648.0931380000006,2907.1312982000004,433.4153920427241,7152.745971,1219.0,1481.0,374.7839209525,251.78570782944448,0.33684200069051995,0.0,0.0,0.0,0,0,39.47782939897204
2025-12-10,b1_runtime_4h,B1,3210,False,741.0,23.08411214953271,1854.4218068535827,39785.816983428354,73405.4817369,73573.28266085999,40145.0181774486,74533.50856599999,2926.0,250.0,35795.97454155833,320.28773133472225,0.4830492175235065,1653.526111111111,0.5488687978921812,54454.13333333333,440,689,34281.51990865452
2025-12-10,b2_q75_cap50,B2,3210,True,0.0,0.0,0.0,4715.89808710218,9258.49543635,9334.47551654,4793.6882013255445,44164.947408999986,3022.0,108.0,4274.371979515277,69.36285184916666,0.4882477892047496,0.0,0.0,0.0,0,0,4715.89808710218
2025-12-10,adaptive_balanced,AD,3210,False,61.0,1.9003115264797508,68.86510903426792,3128.158473406542,7387.834188599998,10817.908937729992,3180.3224285806855,20830.507205500013,2889.0,282.0,2835.7874988177778,378.8515567222222,0.5392124740650237,61.40472222222222,0.2672161478713635,984.5,19,0,3104.9760149104477
2025-12-10,time_hybrid_08_18,HY,3210,False,81.0,2.5233644859813085,242.45171339563862,4165.762735223987,16328.3997348,18696.672093470002,5292.76049995919,42128.172999999995,1892.0,1316.0,4719.378112463612,1004.9063402222222,0.3978936131645744,216.1861111111111,0.20806660927441634,2698.866666666667,18,79,3899.962491817195
2025-12-10,history_only,HI,3210,False,2.0,0.06230529595015576,7.548286604361371,576.3849560831776,4404.944590249996,5566.59371147,1732.1564496021808,8855.841977,1712.0,1419.0,1544.5061675619445,1030.5629150544444,0.3456416825554196,6.730555555555555,0.523276929426331,211.31666666666666,1,1,576.1634906966957
2025-12-10,dynamic_forecast_balanced_oracle,OR,3210,True,0.0,0.0,0.0,3041.787244690031,5532.135369,7446.199931339986,3197.727016378816,30655.212052000003,2802.0,253.0,2851.3065896044445,139.04629642249998,0.5446821602084146,0.0,0.0,0.0,0,0,3041.787244690031
2025-12-10,low_impact_dynamic_q25,LI,3210,True,0.0,0.0,0.0,5150.906665233022,9556.404195599998,9566.39487993,5215.884283653271,43393.594413,2998.0,134.0,4650.830152924167,66.45440913222224,0.5272936850389303,0.0,0.0,0.0,0,0,5150.906665233022
